wahl_jahr;ebene_resultat;geoLevelName;kanton_nummer;kanton_bezeichnung;partei_id;partei_bezeichnung_de;partei_bezeichnung_fr;partei_bezeichnung_it;partei_bezeichnung_en;partei_staerke;flag_staerkste_partei;anzahl_listen;anzahl_kandidierende;anzahl_kandidierende_f;anzahl_kandidierende_m;anzahl_gewaehlte;anzahl_gewaehlte_f;anzahl_gewaehlte_m;frauen_anteil
2003;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;18.627145307;0;2;8;2;6;1;0;1;0
2003;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;8.4582843214;0;1;5;1;4;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;2.8627712192;0;1;5;2;3;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.2136591035;0;2;10;8;2;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;14;SD;DS;DS;SD;1.1061351171;0;1;5;0;5;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.7390768271;0;1;5;2;3;0;0;0;
2003;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;1.5677924066;0;1;4;2;2;0;0;0;
2007;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;11.341673354;0;2;10;4;6;1;0;1;0
2007;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;7.3709045767;0;2;10;3;7;0;0;0;
2007;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;35.157712804;1;2;10;4;6;2;1;1;50
2007;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;18.460525504;0;2;10;2;8;1;0;1;0
2007;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;9.154818488;0;3;15;7;8;0;0;0;
2007;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;3.5685136794;0;1;5;2;3;0;0;0;
2007;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;12.105717989;0;2;10;6;4;1;1;0;100
2007;Kanton;Basel-Stadt;12;Basel-Stadt;14;SD;DS;DS;SD;0.685856944;0;1;5;1;4;0;0;0;
2007;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.5017043545;0;1;5;2;3;0;0;0;
2007;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;1.6525723065;0;2;8;2;6;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;12.307636771;0;3;15;2;13;1;0;1;0
2011;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;6.5274443622;0;3;15;7;8;1;0;1;0
2011;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;29.122249698;1;2;10;5;5;2;1;1;50
2011;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;16.522931971;0;3;15;2;13;1;0;1;0
2011;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;6.8263451438;0;2;10;2;8;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;2.4980596719;0;1;5;2;3;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;13.438983449;0;2;10;8;2;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.511885638;0;1;5;2;3;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;31;GLP;PVL;PVL;GLP;5.8260383012;0;3;15;6;9;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;32;BDP;PBD;PBD;BDP;2.2309261231;0;1;4;1;3;0;0;0;
2011;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;4.1874988719;0;4;10;1;9;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;9.8181099249;0;4;20;10;10;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;6.4470326036;0;3;15;9;6;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;33.310327474;1;2;10;5;5;2;1;1;50
2015;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;17.648369819;0;4;18;6;12;1;0;1;0
2015;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;11.544268306;0;3;15;4;11;1;0;1;0
2015;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;2.3181997915;0;1;5;3;2;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;11.180128689;0;2;10;8;2;1;1;0;100
2015;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.4590387864;0;1;5;2;3;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;31;GLP;PVL;PVL;GLP;4.8028325964;0;3;15;5;10;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;32;BDP;PBD;PBD;BDP;1.1003271146;0;1;4;0;4;0;0;0;
2015;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;1.3713648945;0;2;5;2;3;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;6.044409276;0;3;15;8;7;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;4.5700720746;0;3;15;6;9;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;32.650037138;1;3;15;7;8;2;1;1;50
2019;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;12.350466749;0;4;20;10;10;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;15.331987145;0;3;15;6;9;1;0;1;0
2019;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;2.0177890914;0;1;5;2;3;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;17.695032417;0;3;15;11;4;1;1;0;100
2019;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.2821769429;0;1;5;1;4;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;31;GLP;PVL;PVL;GLP;5.6984065961;0;2;10;4;6;1;1;0;100
2019;Kanton;Basel-Stadt;12;Basel-Stadt;32;BDP;PBD;PBD;BDP;0.3676511756;0;1;4;0;4;0;0;0;
2019;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;2.9919713941;0;4;14;6;8;0;0;0;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;1;FDP;PLR;PLR;FDP;6.9060060354;0;3;12;5;7;0;0;0;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;3;SP;PS;PS;SP;31.802077677;1;3;12;6;6;1;1;0;100
2023;Kanton;Basel-Stadt;12;Basel-Stadt;4;SVP;UDC;UDC;SVP;13.643768304;0;4;15;5;10;0;0;0;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;5;LPS;PL;PLS;LPS;10.334084051;0;3;12;5;7;1;1;0;100
2023;Kanton;Basel-Stadt;12;Basel-Stadt;7;EVP;PEV;PEV;EVP;2.2014118234;0;1;4;2;2;0;0;0;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;13;GRÜNE;VERT-E-S;VERDI;GREENS;17.128372664;0;4;16;10;6;1;1;0;100
2023;Kanton;Basel-Stadt;12;Basel-Stadt;16;EDU;UDF;UDF;EDU;0.4210545056;0;1;3;1;2;0;0;0;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;31;GLP;PVL;PVL;GLP;9.1434700944;0;7;28;14;14;1;1;0;100
2023;Kanton;Basel-Stadt;12;Basel-Stadt;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;34;Mitte;Centre;Centro;Centre;5.8444679847;0;3;12;6;6;0;0;0;
2023;Kanton;Basel-Stadt;12;Basel-Stadt;35;Übrige;Autres;Rimanenti;Others;2.5752868601;0;3;8;2;6;0;0;0;
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;24.762865342;1;1;7;3;4;2;0;2;0
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;11.550497404;0;1;7;1;6;0;0;0;
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;24.4198978;0;1;7;4;3;2;1;1;50
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;12.280673272;0;1;7;1;6;1;0;1;0
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2.6408500724;0;1;7;1;6;0;0;0;
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;11.003372852;0;1;7;4;3;1;1;0;100
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;14;SD;DS;DS;SD;9.0705782555;0;2;13;6;7;1;0;1;0
1991;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;4.2712650023;0;1;4;0;4;0;0;0;
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;19.631120095;0;2;14;4;10;1;0;1;0
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;11.727742936;0;1;7;1;6;1;0;1;0
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;25.318815888;1;1;7;4;3;2;1;1;50
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;10.824371884;0;1;7;2;5;1;0;1;0
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;6;LdU;AdI;AdI;LdU;1.3031503997;0;1;7;2;5;0;0;0;
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;1.7202318069;0;1;7;3;4;0;0;0;
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.5181681801;0;1;7;4;3;1;1;0;100
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;14;SD;DS;DS;SD;10.955867535;0;1;7;2;5;1;0;1;0
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;16;EDU;UDF;UDF;EDU;0.5603831694;0;1;4;2;2;0;0;0;
1995;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;8.4401481056;0;4;21;6;15;0;0;0;
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;22.059864936;0;1;7;4;3;2;0;2;0
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;11.973185003;0;1;7;2;5;1;0;1;0
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;23.339491789;1;1;7;4;3;2;1;1;50
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;18.020801601;0;1;7;3;4;1;0;1;0
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2.4249413496;0;1;7;3;4;0;0;0;
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;9.2424308361;0;1;7;5;2;1;1;0;100
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;14;SD;DS;DS;SD;10.091031733;0;1;7;1;6;0;0;0;
1999;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;2.8482527525;0;3;13;4;9;0;0;0;
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;19.8863959;0;2;14;5;9;1;0;1;0
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;10.032220189;0;1;7;3;4;1;0;1;0
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;24.658793877;0;1;7;3;4;2;1;1;50
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;26.491259884;1;2;14;1;13;2;0;2;0
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2.6659046656;0;1;7;4;3;0;0;0;
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;12.575215549;0;2;14;9;5;1;1;0;100
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;14;SD;DS;DS;SD;2.6939301853;0;1;7;1;6;0;0;0;
2003;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;0.9962797496;0;2;9;0;9;0;0;0;
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;17.023157888;0;2;14;4;10;1;0;1;0
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;11.403707252;0;2;12;4;8;1;1;0;100
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;25.195576717;0;2;14;6;8;2;1;1;50
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;28.540480168;1;2;14;2;12;2;0;2;0
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2.7864567035;0;1;7;3;4;0;0;0;
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;13.777266403;0;2;14;6;8;1;1;0;100
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;14;SD;DS;DS;SD;0.8002798653;0;1;3;0;3;0;0;0;
2007;Kanton;Basel-Landschaft;13;Basel-Landschaft;16;EDU;UDF;UDF;EDU;0.4730750036;0;1;7;4;3;0;0;0;
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;11.450328395;0;2;13;2;11;1;1;0;100
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;8.2434832296;0;2;14;6;8;1;1;0;100
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;24.44426047;0;2;14;6;8;2;1;1;50
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;26.946102924;1;1;7;1;6;2;0;2;0
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;3.2868742553;0;2;14;5;9;0;0;0;
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;13.599912991;0;2;14;6;8;1;1;0;100
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;14;SD;DS;DS;SD;0.6756208342;0;1;7;1;6;0;0;0;
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;31;GLP;PVL;PVL;GLP;5.0015746089;0;1;7;1;6;0;0;0;
2011;Kanton;Basel-Landschaft;13;Basel-Landschaft;32;BDP;PBD;PBD;BDP;6.3518422924;0;1;7;1;6;0;0;0;
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;15.796123223;0;2;14;3;11;1;1;0;100
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;9.0945874752;0;2;14;6;8;1;1;0;100
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;22.168511139;0;2;14;8;6;2;1;1;50
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;29.784658375;1;2;14;4;10;2;1;1;50
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2.1877678558;0;1;7;3;4;0;0;0;
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;14.194644783;0;3;21;7;14;1;1;0;100
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;16;EDU;UDF;UDF;EDU;0.4473966273;0;1;7;3;4;0;0;0;
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;31;GLP;PVL;PVL;GLP;2.7398708181;0;1;7;1;6;0;0;0;
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;32;BDP;PBD;PBD;BDP;2.8280619584;0;1;7;4;3;0;0;0;
2015;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;0.7583777454;0;1;7;4;3;0;0;0;
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;16.519484699;0;2;14;5;9;1;1;0;100
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;8.488285778;0;3;21;10;11;1;1;0;100
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;21.795546877;0;3;21;13;8;2;1;1;50
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;25.14782189;1;3;21;6;15;2;1;1;50
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;3.4967144597;0;2;14;7;7;0;0;0;
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;17.995692413;0;3;21;11;10;1;1;0;100
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;31;GLP;PVL;PVL;GLP;5.2575958694;0;2;14;5;9;0;0;0;
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;32;BDP;PBD;PBD;BDP;1.1829407871;0;1;7;2;5;0;0;0;
2019;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;0.1159172271;0;1;1;0;1;0;0;0;
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;1;FDP;PLR;PLR;FDP;14.228091025;0;2;14;6;8;1;1;0;100
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;3;SP;PS;PS;SP;24.69320927;0;4;28;16;12;2;1;1;50
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;4;SVP;UDC;UDC;SVP;28.898934453;1;2;14;3;11;2;1;1;50
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;7;EVP;PEV;PEV;EVP;2.5505175588;0;2;14;6;8;0;0;0;
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;13;GRÜNE;VERT-E-S;VERDI;GREENS;10.000726932;0;4;28;14;14;1;1;0;100
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;16;EDU;UDF;UDF;EDU;0.5211934536;0;1;6;3;3;0;0;0;
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;31;GLP;PVL;PVL;GLP;6.9704341476;0;5;35;10;25;0;0;0;
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;32;BDP;PBD;PBD;BDP;;;;;;;;;;
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;34;Mitte;Centre;Centro;Centre;10.590894414;0;5;34;16;18;1;1;0;100
2023;Kanton;Basel-Landschaft;13;Basel-Landschaft;35;Übrige;Autres;Rimanenti;Others;1.5459987456;0;2;5;1;4;0;0;0;
1991;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;28.560751156;0;1;2;0;2;1;0;1;0
1991;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;34.15082294;1;1;2;1;1;1;1;0;100
1991;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;19.202441569;0;1;2;1;1;0;0;0;
1991;Kanton;Schaffhausen;14;Schaffhausen;12;FGA;AVF;AVF;FGA;3.9052646331;0;1;2;1;1;0;0;0;
1991;Kanton;Schaffhausen;14;Schaffhausen;16;EDU;UDF;UDF;EDU;2.749879323;0;1;2;0;2;0;0;0;
1991;Kanton;Schaffhausen;14;Schaffhausen;35;Übrige;Autres;Rimanenti;Others;11.430840379;0;1;2;0;2;0;0;0;
1995;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;31.863392454;0;1;2;1;1;1;0;1;0
1995;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;37.812808211;1;1;2;1;1;1;1;0;100
1995;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;20.377459421;0;1;2;1;1;0;0;0;
1995;Kanton;Schaffhausen;14;Schaffhausen;35;Übrige;Autres;Rimanenti;Others;9.9463399141;0;2;3;0;3;0;0;0;
1999;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;40.411856364;1;1;2;1;1;1;0;1;0
1999;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;33.568241377;0;1;2;0;2;1;0;1;0
1999;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;26.019902259;0;1;2;1;1;0;0;0;
2003;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;29.136393375;0;1;2;0;2;1;0;1;0
2003;Kanton;Schaffhausen;14;Schaffhausen;2;CVP;PDC;PPD;CVP;2.651423849;0;1;1;0;1;0;0;0;
2003;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;39.692159361;1;1;2;1;1;1;0;1;0
2003;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;28.520023415;0;2;4;0;4;0;0;0;
2007;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;26.686327517;0;3;6;3;3;0;0;0;
2007;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;34.219710002;0;1;2;1;1;1;0;1;0
2007;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;39.093962481;1;3;6;0;6;1;0;1;0
2011;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;12.295040011;0;2;4;0;4;0;0;0;
2011;Kanton;Schaffhausen;14;Schaffhausen;2;CVP;PDC;PPD;CVP;5.2278660274;0;1;2;1;1;0;0;0;
2011;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;34.56124486;0;3;6;3;3;1;0;1;0
2011;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;39.860772236;1;3;6;0;6;1;0;1;0
2011;Kanton;Schaffhausen;14;Schaffhausen;12;FGA;AVF;AVF;FGA;4.2706751523;0;1;2;1;1;0;0;0;
2011;Kanton;Schaffhausen;14;Schaffhausen;16;EDU;UDF;UDF;EDU;3.784401713;0;1;1;0;1;0;0;0;
2015;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;12.901870141;0;2;4;0;4;0;0;0;
2015;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;28.813422341;0;3;6;2;4;1;1;0;100
2015;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;45.292320623;1;3;6;0;6;1;0;1;0
2015;Kanton;Schaffhausen;14;Schaffhausen;12;FGA;AVF;AVF;FGA;4.4417864128;0;1;2;2;0;0;0;0;
2015;Kanton;Schaffhausen;14;Schaffhausen;13;GRÜNE;VERT-E-S;VERDI;GREENS;3.4234729339;0;1;2;1;1;0;0;0;
2015;Kanton;Schaffhausen;14;Schaffhausen;16;EDU;UDF;UDF;EDU;5.1271275478;0;1;1;0;1;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;11.034767528;0;2;4;1;3;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;2;CVP;PDC;PPD;CVP;2.1422082748;0;1;2;0;2;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;26.15575192;0;2;4;1;3;1;1;0;100
2019;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;39.451647535;1;3;5;0;5;1;0;1;0
2019;Kanton;Schaffhausen;14;Schaffhausen;7;EVP;PEV;PEV;EVP;1.8795936906;0;1;2;1;1;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;12;FGA;AVF;AVF;FGA;3.1860599554;0;1;2;1;1;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;13;GRÜNE;VERT-E-S;VERDI;GREENS;6.8296308531;0;2;4;2;2;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;16;EDU;UDF;UDF;EDU;3.3710463292;0;1;2;1;1;0;0;0;
2019;Kanton;Schaffhausen;14;Schaffhausen;31;GLP;PVL;PVL;GLP;5.9492939136;0;2;4;0;4;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;1;FDP;PLR;PLR;FDP;12.203488909;0;5;9;3;6;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;2;CVP;PDC;PPD;CVP;;;;;;;;;;
2023;Kanton;Schaffhausen;14;Schaffhausen;3;SP;PS;PS;SP;27.415930837;0;2;4;3;1;1;1;0;100
2023;Kanton;Schaffhausen;14;Schaffhausen;4;SVP;UDC;UDC;SVP;39.07177799;1;5;10;2;8;1;0;1;0
2023;Kanton;Schaffhausen;14;Schaffhausen;7;EVP;PEV;PEV;EVP;2.4690028613;0;1;2;2;0;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;12;FGA;AVF;AVF;FGA;;;;;;;;;;
2023;Kanton;Schaffhausen;14;Schaffhausen;13;GRÜNE;VERT-E-S;VERDI;GREENS;4.782635449;0;2;4;2;2;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;16;EDU;UDF;UDF;EDU;1.7183029259;0;1;1;0;1;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;31;GLP;PVL;PVL;GLP;6.7793742116;0;2;4;1;3;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;34;Mitte;Centre;Centro;Centre;2.5874534658;0;1;2;0;2;0;0;0;
2023;Kanton;Schaffhausen;14;Schaffhausen;35;Übrige;Autres;Rimanenti;Others;2.9720333508;0;1;2;0;2;0;0;0;
1991;Kanton;Appenzell Ausserrhoden;15;Appenzell Ausserrhoden;1;FDP;PLR;PLR;FDP;30.821771612;0;1;1;0;1;1;0;1;0
